chat_message,label
징그럽다 차트가,4
뭐이씨 속으면 안됨? ㅠㅠ,3
그지같은게임,6
시발터졌냐,4
음의 복리로 80 더 나감,6
체코 조나 못하는데 그걸 상대로 더 못해 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4
이기혁 불안하냐,5
외화유출,6
힘빠진다 ㅠㅜ 으에에에,3
취금이니,6
경우의 수 시작 ㅋㅋㅋㅋㅋㅋ,6
오딘이여,6
차트 맛있게 ㄷㄷㄷㄷㄷㄷㄷㄷ,1
v자 반등 안나와요?! ㅜㅜ,3
개븅신들,2
승규야 몽규랑 같이 나가 죽어라,2
또 꺾인다~~~~~~~~~~~~~~~,2
쌀숭이 찾았다,6
살려주세요ㅕㅕㅕㅕㅕㅕㅕㅕㅕ,5
키퍼는 왜 펀칭 안하고 가만보고잇냐,2
에 코 보 이 스,6
매수노,6
5칸이네,6
노르웨이 우승 ㅅㅅㅅ,6
ㅈ됐다,5
/홍명보 제거,4
이게진짜 뭔가요,6
포대장 ㄷㄷㄷ,1
zzzzzzzzzzzzzz,0
뒤져라 체이커,2
뭔데,6
맹보 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4
/시야 95,6
노파울이지,6
카에데쨩,6
어뜨케…. 진짜,3
차트가 말을 걸어와..,5
세레머니 개길게하네,6
홀란,6
지겟는데,5
ㅅ ㅅ ㅅ ㅅ ㅅ ㅅㅅ,0
무섭다.. 난 안되겠다..,5
1000원만 더 빠져라 2틱 먹고 빠지게,6
손흥민 찬스 몇개 쳐말아먹냐 ㅋㅋㅋ,2
고딕체,6
마빡이네 ㅋㅋㅋ,6
엥,1
똥칸에 숩은놈 나와라,6
질질 끌지말고,2
망해가는 사장님,6
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
명보차이,4
너무 빨렸다,6
뭐야 이게 ㅋㅋㅋㅋㅋㅋㅋㅋ,6
ㅋㅋㅋㅋ 제발 져라,6
음성인식 ㄷㄷ,1
마지막기회야,6
왜 박는거야 직슨데,2
난 못먹었을뿐이고....,3
조현우 엿으면 막앗다 ...,3
하닉 52주 최대 거래량이라는데,6
ㅇㄴ,6
오 ㅏㅅㅂ,1
어제 컨콜 이후에 이 모양,6
장난하냐 ㅋ,4
이정도면 라이트한데요,6
어캐넜엇ㅁ냐,6
나만 낚일 순 없지,6
버그쓰는중,6
난 소리괜찮은데,6
엄청많네,6
타점 ㄷㄷㄷ,1
3연병,6
좀비누 좀누,6
숨김없이보여줘~,6
반칙임,6
어지럽다,2
있어없어?,6
삼전이 구해준다는데도 자진 하차함,6
{:d_196:}{:d_196:}{:d_196:}{:d_196:}{:d_196:},6
/채팅 제거,6
우승 ㄱㄱㄱㄱ,6
전술이 없는데 어떻게 이기냐,2
음봉 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
ㅉ 이게 축구냐 ㅋㅋㅋㅋㅋㅋ,2
명장면이네,6
어어어어어 비상,5
솔탑투 물탈까요? 그냥 둘까요?,6
오늘은 진짜 바닥이죠? ㅎㅎㅎㅎ,6
버스 지났다고 ㅋㅋ,6
밝아서 볼만해,6
엔화도….,6
이게 무슨국대고,6
살려주세요 !!!!!!!!!!!!!!!!!!!!!,5
I'm really curious what does the yellow text above mean?,6
저희가왜요???????,2
ㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊ,6
진짜 제발,5
인버스도 국장이다! 인버스 가즈아!!,0
한화씩,6
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
하.............,5
노르웨이 화이팅 ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
유튜브 반드시 봐야지,6
아 나 김창후는 그냥 예선 탈락하고 한국 축구가 정신 차렸으면 좋겠다고 생각한다 반박할 사람 있으면 나와봐라@@@@@@@@@@@@@@@@,6
개병신,4
구경하냐,4
진짜 역대급이네,1
조현우였으면 막았음,6
진짜 못한다,4
코스 지리노,1
뚫어뻥같다,6
원딜 없는데 여기까지 오면 안된다니깐,6
ㅜㅜㅜㅜ,3
생각보다 친근하게 생겼는데,6
와 ㄷㄷ,1
지금 댓글창 애들은 현실에서 100%정상아님 어딘가 하자있는 폐급들임 정상인들은 체팅 안침,6
힝..,3
차트보면 사고 싶지 않음..,4
자리 말도 안되는데 좀 무서운 자리기도함 ㅜㅜ...,5
타점 봐라 진짜 ㅋㅋㅋㅋ,6
새벽3시에 왠 방송,1
dhk,6
형 어제 롱이라매요 ㅜㅜ,3
해설이라고 하냐,4
구립습니다,6
이제 홍명보의 저주시작인가,5
가뒀어,6
누워있다가 오늘 못 참고 손절했는데,6
.,6
이거 쓰면 아무래도..,6
힘들다,3
슈카님 하닉270까진 언제올까요? ㅠㅜㅜㅜㅜㅜㅜㅜㅜ,5
고민지누,6
홍명보 ㅂㅂ2,6
왼쪽 아래보면 인식은 되고잇음,6
짱구임?,6
에그타이머 던져삐,6
꼬리달고 올라가는거아니에여?,6
한명 배고 아무도 수비 안함,6
{:x0due0duedance:}{:x0due0duedance:}{:x0due0duedance:},0
노르웨이 우승!!!!!!!,0
유명인 ㄷㄷ,1
비사아아앙~~~~~,5
케인 개추하노 ㅋㅋ,6
500층 가즈아ㅏㅏㅏ,0
으악 ㅅㅂ,4
직스만 노리겠네,6
노노,6
조현우 넣어라 ㅅㅂㅂㅂ,2
아 ㅈㄴ웃기네 ㅋㅋ,0
아 좀 심한거 나오겠네,4
그게 어렵나?,6
홍명보 구속~~,4
삼성전기좀 봐주세요..제발...ㅠ,6
진짜 다이나믹 코리아다. ㅋㅋㅋ,6
졋네,3
그냥 지고 한국와서 계란 쳐맞아라,4
아 웃기네,0
도란 ㅋㅋ,2
아리가떙스,6
홍명보 씨발럼아,4
변기뿌사진다,6
홍명보 제거,2
루보 차트 꺼라 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,6
골찬스 겁나 놓치늬데ㄲㅋㅋ진짜 국대버러지들같네ㅋㅋ,2
ㄴㅋㅋㄱㅋㄱ,0
"아시발 까,ㅁ짝이야 ㅋㅋㅋㅋㅋㅋㅋㅋ",1
비ㅣㅣㅣㅣㅣ상,5
오 지렸노,0
합법 강원랜드,6
삼전기 한 번만 봐줘요 ㅠㅜ,3
살려줘~~~,5
나 한국인이지?,6
진짜 홍명보 쳐 나가라,4
개이득 ㅋㅋㅋㅋ,0
/조졌다,5
허공에 칼질 하는 나,6
형 분봉 지금이야!!!!!!!!!!!!!!!,1
살려줘요!!!,5
발음은 안 느나요,6
어케막노 ㄷㄷ,1
선수좀 바까라 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2
케인아,6
ㄹㅇ 찐반칙인데,6
머하나 ㅋㅋㅋ,0
아 즌나 우울함..,3
ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
1개는 당근으로 사죠,6
역시 고등어 물먹고 달라졌노,6
개웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
그러게요 그냥 먹어야되네요,6
불러봐,6
나였음 여기서 10시간 있는다,6
{:mlb_122:}{:mlb_122:},6
핸드폰을들고왔어야했나,6
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
...?,6
var 보겠네,6
와리가리 ㅋㅋㅋㅋ,0
게임이 뭔가 허술하네,6
무슨 고지대 적응했다는 애들이 ㅋㅋㅋ 적응 못한애들보다 못 뛰냐,2
엔저,6
나이스,0
{:d_57:},0
닉스는 양호 전기는,6
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
노르웨이 일내네,6
ㅈㄴ답답네,2
진짜 개 무섭네 홀란 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,5
배구선수냐?,6
헉!!,1
어제말한 아래꼬리 길게 달린 빨간 양봉 나왔으까 이제 하락장 끝임? 낼부터 삼전 하닉 반등 시작임?,6
(애교안님,6
케엄살 ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
{:wc_31:}멍때리노,6
소문나서 외인들 돈싸들고 몰려오겟네,6
와?,1
룩삼 띠동갑보다 다 어림,6
나이수ㅜㅜㅜㅜㅜㅜㅜㅜㅜ땄다!!!!!!!!!!!!!,0
삼성전기 ㅠㅠ,3
밥 먹어요. 과자 말고.,6
또죽,6
확실히 김승규 헤딩골은 조오오온나 못막음,6
슈카님 말 듣고 9억 빚내서 풀배팅했습니다!!! 감사합니다,6
나만 끝음 뭉개짐?,6
이번에 좀 더 삿음요. 여기서 용기를 냅시다,6
오늘도 조졌다리,5
시조의 거인 ㅅㅂ ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
초과이윤 토론회 진짜 미친다 ㅋㅋㅋ 공산당이 따로 없네,6
왼발로 때렸네ㄷㄷ,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 외데고르 개웃기네,0
아니 뭔데 안들어오는거야 나 방송 지금켰어,6
그곳 ㄷㄷ,1
노르웨이 미쳤다 진짜 와 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
어떻게할거야,6
홍명보 멸망,4
일단 영도 카죠,6
뭔 ?,6
이게뭐냐고ㅡㅡ,2
치트?,6
선수들 호흡 안맞아 전술도 없어 뭐하는거?,4
한명을 못 뚫노,4
개쳐나이스,0
들켰다,6
밴하잖아욧!!!,2
치금이뉘?,6
휴 번거 다 반납중,6
{:d_54:}{:d_54:}{:d_54:}{:d_54:}{:d_54:}{:d_54:},6
나라망햇나요??,1
훈수라고 밴하잖아요 ㅠㅠㅠ,3
오늘도 조졌다리,5
레버리지로 가자,6
다시 이어하기로,6
ㅋㅋㅋㅋ 지리긴하네,1
시야 꼬라지,6
코스피 능선타다 실족사 ㄷㄷ,6
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
바로 안오는게 더 불안한데ㅋㅋ,5
뭐이씨 속으면 안됨? ㅠㅠ,3
와우 대박이노,0
진짜 개변태같네,4
이게 대한민국이지 ^^,2
너무 무서워용 ㅠㅠ,5
노의 의지 ㄷㄷ,1
골키퍼 뭐하는 놈이냐,2
ㅈㄴ답답네,2
위에서 아래 보네 ㄷㄷ,1
장실타임,6
호신용의자 ㄷㄷ,1
흑흑,3
왼발임 ㅋㅋㅋㅋ,6
어어,6
구조대다,6
개지리노,1
골키퍼 아웃,4
오랜만에 hts 보니까 어지럽네 ;;,6
일베 개새끼들아 쳐봐라 그냥,2
살려줘 ~~~~~~~~~,5
먼 반칙이야 공만 건들였구만,6
해설이라고 하냐,4
(유튭엔 안 올림),6
바닥이야 형,6
이태석은 너무 비리인게 보여,6
나어떻게해..,5
트름은 좀..,4
진짜 개 무섭네 홀란 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,5
병신들,4
비 엄청 오더라,6
가는거야?,6
아우ㅜㅜㅜㅜㅜ,3
졸못하네,4
도대체 어디까지 내려가요 ..ㅠ,3
넹,6
와 ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ,1
음료수 닥터 페퍼 아니면 똥싸러감,6
삼전기 ls일렉트릭 살려주세요ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,3
루!!!!,6
오우 씌;,1
진짜 주식 개어렵네,6
뭔가 온다,5
명보의힘 역시 명보,6
삼전1 삼전2 ㄷㄷ,6
{:lck_16:}{:lck_16:}{:lck_16:}{:lck_16:},6
영 차,6
하루 1억가능 ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ,1
말하면 스포밴이자나요 ㅠㅠ,5
루!! 루!!,6
잃으면 이제 끝나는겨..ㅋㅋ,6
극찬맨,6
슈카님~~어제처럼 코스피 살려주세요♡♡,6
개빡이네,6
하.............,5
징그럽다 차트가,4
지린다 ㅋㅋ,1
ㅈㄴ 못하네 버러지들,2
명보차이,4
??????,1
당당하면 유튜브에 올려라 쌈아,6
ㅊ ㅕ보기 싫으면 기어 나가라 ㅋㅋㅋㅋㅋㅋㅋ,6
아 삼성전기 90만원되는거보고 1주 895처넌에 매수걸었는데......... 더 내려가,6
3전패 탈락!!!!! 해라,2
개못해 걍,2
ㅈ버그,6
삼국지대기방,6
내 픽은 원이입니다~~,6
창밖도 좀 보고 그래라,6
한화 좋아,6
나다,6
마지막 이야!! 탑승해!,6
대칭  좋네,6
아 그거,6
왜빠지는거예여?,6
직스혼자 쎄다고,6
와ㄷㄷㄷㄷㄷㄷㄷㄷ,1
지수 차트 ㄷㄷㄷ,1
내 심장을 공격해,6
광탈 고고~,6
홍명보 시위하러 가자ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,6
미친 원더골 ㄷㄷ,1
대 원 이,6
벤유도하지마요ㅠㅠ,5
바닥이다 매수하라!!!!!!!!!!!!!!,6
ㅁㅊ 대박,1
ㅈㄴ 못하네 버러지들,2
맨날 뒤로만 ㅉㅉ,4
미 1친ㅋㅋㅋㅋㅋㅋㅋㅋ,1
어제는 홀 오늘은 짝 내일은 홀 모레는 짝,6
머냐 이건ㅋㅋㅋ,1
헐,1
개못싸우긴했어 팅뤈,6
위에봐봐,6
살려주세요~~~~~~~~~~~~,5
공건들였네,6
{:d_116:}{:d_116:},6
{:lck_2:}{:lck_2:}{:lck_2:}{:lck_2:}{:lck_2:}{:lck_2:}{:lck_2:}{:lck_2:},6
여자를 처리하는 나 ㄷㄷ,1
미쳤다,1
노르웨이 우승임 일본브라질 관련 징크스있음,6
인버스도 국장이다. 가즈아!!!!!!!!!!!!!!!!\,0
보노보놐ㅋㅋㅋㅁㅋ,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ.,0
{:d_120:}{:d_120:},3
또 탑정글이다,2
왜 처들어간거야,2
네이노오오오오옴,6
난가?,6
열까 말까 열까 말까 열열열열~,6
그냥 간다 ㅋㅋㅋㅋㅋㅋㅋㅋ,6
ㅆㅂ,4
홍명보 씨발럼아,4
자동사냥대신 24시간 사냥중인 슈카,6
골찬스 겁나 놓치늬데ㄲㅋㅋ진짜 국대버러지들같네ㅋㅋ,2
스로인으로 쳐먹는거 진짜 웃기네,4
케인 추하네,6
뒤로존나돌리고 뭐 하는게 없네,4
골 ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㄱ,0
찝,5
차트 살벌하네 아직도 사야할지 말아야할지 ㄷㄷ,5
아직 30분 남았다 해봐라,6
비와,6
노르웨이 진짜 우승하냐?!?!?! 왜이리 잘하는데,6
들어가면 누구나 물리는 장ㅠ,3
케인 또 딸 거냐,6
엄마카세 무시하셈??,6
비상비상,5
진짜 개몬하넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4
이러다가 강원랜드 망한다고 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,3
슈카 들어간다,6
물이야 이번에는?,6
으 \채팅제거,6
띵보야 짐싸라..ㅋ,4
접자..,3
진정해~~,6
오우 마이 갓,6
형.. 오늘은 진짜 힘들다,3
또 케인이야? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
존나 개웃기네 ㅋㅋ,0
{:lck_28:}{:lck_28:},6
정몽규 홍명보 나가,4
노래소리 딱좋아요,6
종가 상승인데?,6
3시애 3시 돈내놔 명대사 다시 오나욤??,6
굿~ 하죠,6
-5% 뭐 쏘쏘하네,6
{:wc_1:}{:wc_1:}{:wc_1:},6
다라이 개빡이다,6
개못해,6
전고점 못가죠??????????,6
현직이 맞음?,6
마크를 왜 안해,2
가짜상승,6
댱이님이 이걸,6
레오나 죽는다,6
한본어,6
아빠 우리 남편이 신용미수 썼었대요. ㅠㅠㅠ 우리의 소중한씨드 4천이 사라지뮤ㅠㅠㅠ,3
맞아이게?,6
쳐다만보냐,2
개미핧기도 아니고 개놈들,6
그냥 더블탑이후 하락추세인데요?,6
속아주작,6
농구배구선수ㄷㄷ,1
조현우,6
ㅅ ㅅ ㅅ ㅅ ㅅ ㅅㅅ,0
용뺏겨서 ㅅㅂ하,2
....,3
몰라,6
근거 없는 상승이긴 했어,6
제발물지마,6
VAR볼듯요,6
므하니.,3
네?,6
저각도에서?,1
ㅋㅋ죄가없긴 흥민아 니가 그중에하나만성공했어도,6
쪽팔린다 ㅡㅡ,2
박살나는중,2
집에가즈아~~~~~~~~~~~,6
테스트해봐야지,6
zz,6
보노보노 어디갔노 ㅋㅋ,6
찝찝맨...,5
카메라 맞아따 ㅋㅋㅋㅋㅋㅋㅋㅋ,6
ㅈㄴ 시끄러운데,2
ㅋㅋㅋㅋㅋㄲ,0
선수들 호흡 안맞아 전술도 없어 뭐하는거?,4
그냥 너무 답답해,2
ㄱㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
입닫어!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,6
과자 가지고 시비걸지마 돌아이들아,6
진지잡쉈서?,6
삼성전기 말이 되나요?? ㅠㅠ ㄷㄷㄷㄷㄷ,3
케엄살 ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
형 삼성전기 봐주세요오오 ㅜㅜㅜㅜ,6
룩구마,6
넋이 나갔네...,1
열받아,6
g2는 이미 헤어졌다,6
역시 야나홀 리뷰어bb,6
아무도안막네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2
한 2주뒤면 헤드앤숄더 완성하겠네,6
치지직 대장 윤가상,6
뭐야 이거 ㅋㅋㅋㅋ,1
유입 나가고,4
ㅂㅋㅋㅋㅋㅋ,0
드라군이야 뭐야 ㅋㅋ,0
꼬리 살랑 ㅡ 살랑 ㅡ 살랑 ㅡ,6
VAR볼거같은딬ㅋ,6
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
저거 인버스인가,6
/조졌네이거,3
니니근황 궁금,6
ㄷㄷㄷㄷ,1
기업세인데 소녀가장임,6
#족음 치트엔진,6
졸라 몬하네 ㅋㅋㅋ,4
내가 왜 하닉을 사서~~~~~~~~~~~~~,6
매수 실패 ㅋㅋㅋㅋㅋ,6
홍명보 씨발럼아,4
ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
그르르르,6
소리 작음,6
삼성전기 말이 되나요?? ㅠㅠ ㄷㄷㄷㄷㄷ,3
토론회 보다가 도저히 못보겠어서 왔습니다 ㅋㅋㅋ어휴,4
그 누구의 계좌에서 울고 있나요 ㅠㅠ,3
1조 날리고,6
와 진짜 험한말 마렵다,2
ㅋㅋㅋㅋㅋㅋ명보한테 뭘바라노,4
지금이니 <- 지금부터 쭉 물림,6
홍명보 아웃,4
ㅋㅋ접어라 그냥,2
이런거 첨보네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
앞에잇다,5
한국축구는 크로스 못하나ㅋㅋ,6
팩트 뭉추,6
웃냐,6
이쁘네,6
원래 이런 방인가욤 ㅠㅠ,5
하... 내일 모르겠다,5
밥 영도,6
노르웨이 우승!!!,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
나이사~~~~~~~~~,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
"명보는 계획이 없니?,,",4
욕나온다,2
일본 이긴팀이 우승 가나요!!!!!!!!,6
힝..,3
노르웨이 4강가자,6
이래도 안사?,6
뭐냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
이기혁 불안하냐,5
용뺏겨서 ㅅㅂ하,2
홀란이 이런게 무서움 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,5
먼닉님 카에데상이 ㅠㅠㅠㅠㅠㅠㅠㅠㅠ,3
ㅋㅋㅋㅋ병신 명보야 ~,4
과자이야기 하는 댓글 치워라!!! 슈카님 그냥 드세요,6
진짜 일본인임ㅇㅇ,6
시발 존나무섭네 ㅋㅋㅋㅋㅋㅋㅋ,5
코스피 카지노 ㅋㅋ,6
국장은 답이없다,2
그래 뭘 좋아하는지 알아야 벌크업을 하지,6
이걸 어케먹노,6
파울 맞네 노골 될듯,6
나이스!!!!!!!!!!!!!!!!!!!!!!!!,0
국적이자나,6
오늘 화장실당번 석윤이~~~~~~,6
눈물이 자꾸 납니다 ㅠㅠㅠ,6
"아 인생.,",6
근데 영상 봐놓고도 못하면 ㅋㅋㅋㅋㅋㅋ,6
조한이 지투가 이길수 밖에 없는 조합이긴 함,6
시잠,6
오늘,6
짱이담,6
{:d_3:}{:d_3:}{:d_3:}{:d_3:},6
ㅋㅋㅋㅋㅋㅋ조기탈락,6
휴~,6
자기위로하지말고 정신차리자,2
개븅신들 하,3
ㅂㅅ들,4
끝났네 ㅋㅋㅋㅋ,6
"명보 하 ,,,",2
아 웃기네,0
3패탈락이지,6
문 닫어야지,6
진짜 어휴,2
백룸같네 ㅋㅋ,6
비가,6
아니 7월말 실적이 이릏게 많이 남았구만.. 관망하고 가자니깐..,6
{:wc_10:}{:wc_10:}{:wc_10:}{:wc_10:}{:wc_10:}{:wc_10:}{:wc_10:}{:wc_10:}{:wc_10:},6
하.. 이게 뭐라고 ㅠㅠ,5
지속딜 급인데 직스,6
스로인으로 쳐먹는거 진짜 웃기네,4
그것도 삼전 하이닉스가,6
망해썩,6
레버리지하는사람 다 나가야 괜찮을듯,6
교체좀해라 제발,2
아깝노아깝노아깝노아깝노아깝노아깝노아깝노아깝노아깝노아깝노아깝노아깝노아깝노아깝노아깝노아깝노아깝노아깝노아깝노아깝노아깝노,6
왜 가만히들 있냐고,2
뭐햐냐 진짜로,4
괜찬슨 두골가자~~~~~~~~~~~~~~,6
저기서 헐리웃을 왜하냐 ㅋㅋㅋ,6
갓명보 ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,4
이교도의 대군세 ㄷㄷㄷㄷㄷ,6
하.락. 장….,6
v자 반등 안나와요?! ㅜㅜ,3
정면으로 오는데 못쳐내노 김승규 ㅅㅂㄻ,4
ㅋㅋㅋ 아 어이없다,2
불안한데.. 구름대 머리 맞고 내려왔는데,5
고민스.. ㅠㅠ,6
여자광배?,6
꼽 어게인!!!!!!,6
개못해 걍,2
형 살려줘~~~,5
파산맨 ㅊㅊㅊ,6
지렸네,6
이정도면 반도체 슈퍼사이클끝난거라고,6
흥민이 요즘 골 못넣는데 ㅠㅠ  오현규 가자,3
이기자!!,0
바겐세일 마지막날,6
끼끼몽 잘하자나 ㄱㄱ,6
하이닉스x 로우닉스o,6
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂ,0
와 ㅋㅋㅋ,1
와 골대 맞았네...,1
그건좀..,4
똥냄새나서 안옴,6
/맹보제거,4
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
그것도 몰랐으면,6
멋지다,6
1:3 액면분할함?,6
유입들 나가,6
양봉 망치캔들,6
27층 살려줘..!!,5
갔나?,6
{:d_126:}{:d_116:}{:d_126:}{:d_116:}{:d_126:}{:d_116:}{:d_126:}{:d_116:},6
물도 못타겠어ㅠㅠㅠㅠ,3
죄송해요 케인님 ㅠㅠㅠㅠㅠㅠㅠㅠ,5
아오;;;;;;;;;;;;;,2
반야맨,6
석재형님 아침에도 차트 보셨나요,6
우리 삼성전기좀 살려줘,6
우원페 하드캐리 ㅅㅅㅅㅅㅅ,6
일베 무새들 쳐내라 좀... 챗창 관리 안함?,2
신상혁 급발진 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,6
내렸을떄 사서 반등할때팔고,6
3번아까부테 개난리치더만 이꼬라지 날줄알았음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,3
ㄹㅇ 니혼진,6
...아 하필 우리집애가 하닉이다..,6
살려달라구ㅜㅜㅜㅜㅡ,5
머지?,6
ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ,1
슈카 사는 순간 떨어진다 물지말아주세요,6
피곤피고온+,6
들어가면 누구나 물리는 장ㅠ,3
하.. 이게 뭐라고 ㅠㅠ,5
작은 애들 뽑아놓고 작다고 징징거리냐,4
형... 난 미수야.... 내일 안오르면 팔아야돠....,6
